league,playerid,salary,seasonstart,seasonend,teamold,team
NBA,haywago01,15409570,2015,2016,Utah Jazz,Jazz
NBA,haywago01,16073140,2016,2017,Utah Jazz,Jazz
NBA,haywago01,29727900,2017,2018,Boston Celtics,Celtics
NBA,haywala01,1020960,2010,2011,Minnesota Timberwolves,Timberwolves
NBA,haywala01,1097520,2011,2012,Oklahoma City Thunder,Thunder
NBA,haywala01,1174080,2012,2013,Houston Rockets,Rockets
NBA,haywala01,80413,2012,2013,Minnesota Timberwolves,Timberwolves
NBA,haywobr01,978600,2001,2002,Washington Wizards,Wizards
NBA,haywobr01,1051920,2002,2003,Washington Wizards,Wizards
NBA,haywobr01,1125360,2003,2004,Washington Wizards,Wizards
NBA,haywobr01,1735305,2004,2005,Washington Wizards,Wizards
NBA,haywobr01,4000000,2005,2006,Washington Wizards,Wizards
NBA,haywobr01,4500000,2006,2007,Washington Wizards,Wizards
NBA,haywobr01,5000000,2007,2008,Washington Wizards,Wizards
NBA,haywobr01,5500000,2008,2009,Washington Wizards,Wizards
NBA,haywobr01,6000000,2009,2010,Dallas Mavericks,Mavericks
NBA,haywobr01,6900000,2010,2011,Dallas Mavericks,Mavericks
NBA,haywobr01,7624500,2011,2012,Dallas Mavericks,Mavericks
NBA,haywobr01,6299000,2012,2013,Dallas Mavericks,Mavericks
NBA,haywobr01,2050000,2012,2013,Charlotte Bobcats,Hornets
NBA,haywobr01,2050000,2013,2014,Charlotte Bobcats,Hornets
NBA,haywobr01,7798000,2014,2015,Dallas Mavericks,Mavericks
NBA,haywobr01,2213688,2014,2015,Cleveland Cavaliers,Cavaliers
NBA,headlu01,975600,2005,2006,Houston Rockets,Rockets
NBA,headlu01,1048800,2006,2007,Houston Rockets,Rockets
NBA,headlu01,1122000,2007,2008,Houston Rockets,Rockets
NBA,headlu01,1962378,2008,2009,Houston Rockets,Rockets
NBA,headlu01,884881,2009,2010,Indiana Pacers,Pacers
NBA,headlu01,992680,2010,2011,Sacramento Kings,Kings
NBA,healsh01,320000,1996,1997,Minnesota Timberwolves,Timberwolves
NBA,healsh01,384000,1997,1998,Minnesota Timberwolves,Timberwolves
NBA,healsh01,75615,2003,2004,San Antonio Spurs,Spurs
NBA,hendeal01,791000,1995,1996,Atlanta Hawks,Hawks
NBA,hendeal01,910000,1996,1997,Atlanta Hawks,Hawks
NBA,hendeal01,1028400,1997,1998,Atlanta Hawks,Hawks
NBA,hendeal01,4725000,1998,1999,Atlanta Hawks,Hawks
NBA,hendeal01,5318437,1999,2000,Atlanta Hawks,Hawks
NBA,hendeal01,5910000,2000,2001,Atlanta Hawks,Hawks
NBA,hendeal01,6500312,2001,2002,Atlanta Hawks,Hawks
NBA,hendeal01,7091250,2002,2003,Atlanta Hawks,Hawks
NBA,hendeal01,7682188,2003,2004,Atlanta Hawks,Hawks
NBA,hendeal01,8273125,2004,2005,Dallas Mavericks,Mavericks
NBA,hendeal01,1138500,2005,2006,Cleveland Cavaliers,Cavaliers
NBA,hendeal01,1178348,2006,2007,Utah Jazz,Jazz
NBA,hendece02,250000,1997,1998,Cleveland Cavaliers,Cavaliers
NBA,hendece02,250000,1998,1999,Cleveland Cavaliers,Cavaliers
NBA,hendece02,2400000,1999,2000,Cleveland Cavaliers,Cavaliers
NBA,hendece02,2700000,2000,2001,Cleveland Cavaliers,Cavaliers
NBA,hendece02,3000000,2001,2002,Golden State Warriors,Warriors
NBA,hendeda01,75000,1987,1988,Philadelphia 76ers,76ers
NBA,hendege01,350000,1985,1986,Seattle SuperSonics,Thunder
NBA,hendege01,339250,1987,1988,Philadelphia 76ers,76ers
NBA,hendege01,275000,1988,1989,Philadelphia 76ers,76ers
NBA,hendege01,125000,1990,1991,Detroit Pistons,Pistons
NBA,hendege02,1957080,2009,2010,Charlotte Bobcats,Hornets
NBA,hendege02,2103840,2010,2011,Charlotte Bobcats,Hornets
NBA,hendege02,2250600,2011,2012,Charlotte Bobcats,Hornets
NBA,hendege02,3101327,2012,2013,Charlotte Bobcats,Hornets
NBA,hendege02,6000000,2013,2014,Charlotte Bobcats,Hornets
NBA,hendege02,6000000,2014,2015,Charlotte Hornets,Hornets
NBA,hendege02,6000000,2015,2016,Portland Trail Blazers,Blazers
NBA,hendege02,9000000,2016,2017,Philadelphia 76ers,76ers
NBA,hendege02,1000000,2017,2018,Philadelphia 76ers,76ers
NBA,hendejr01,287500,1998,1999,Vancouver Grizzlies,Grizzlies
NBA,hendeke01,75000,1987,1988,Cleveland Cavaliers,Cavaliers
NBA,hendrma01,247000,1996,1997,Philadelphia 76ers,76ers
NBA,hendrma01,425000,1998,1999,New Jersey Nets,Nets
NBA,hendrma01,62764,1999,2000,Cleveland Cavaliers,Cavaliers
NBA,henryca01,85000,1985,1986,Sacramento Kings,Kings
NBA,henryco01,120000,1987,1988,Sacramento Kings,Kings
NBA,henryxa01,2020200,2010,2011,Memphis Grizzlies,Grizzlies
NBA,henryxa01,2171640,2011,2012,New Orleans Hornets,Pelicans
NBA,henryxa01,2323200,2012,2013,New Orleans Hornets,Pelicans
NBA,henryxa01,1082000,2014,2015,Los Angeles Lakers,Lakers
NBA,hensojo01,1823280,2012,2013,Milwaukee Bucks,Bucks
NBA,hensojo01,1905360,2013,2014,Milwaukee Bucks,Bucks
NBA,hensojo01,1987320,2014,2015,Milwaukee Bucks,Bucks
NBA,hensojo01,2943221,2015,2016,Milwaukee Bucks,Bucks
NBA,hensojo01,12517606,2016,2017,Milwaukee Bucks,Bucks
NBA,hensojo01,11422536,2017,2018,Milwaukee Bucks,Bucks
NBA,hensost01,120000,1990,1991,Milwaukee Bucks,Bucks
NBA,hensost01,350000,1991,1992,Milwaukee Bucks,Bucks
NBA,hensost01,250000,1993,1994,Atlanta Hawks,Hawks
NBA,hensost01,272250,1997,1998,New Jersey Nets,Nets
NBA,hernaju01,1987440,2016,2017,Denver Nuggets,Nuggets
NBA,hernaju01,2076840,2017,2018,Denver Nuggets,Nuggets
NBA,hernawi01,1375000,2016,2017,New York Knicks,Knicks
NBA,hernawi01,1435750,2017,2018,Charlotte Hornets,Hornets
NBA,herrech01,301875,1999,2000,Denver Nuggets,Nuggets
NBA,herrech01,316969,2000,2001,Boston Celtics,Celtics
NBA,herreca01,325000,1991,1992,Houston Rockets,Rockets
NBA,herreca01,800000,1992,1993,Houston Rockets,Rockets
NBA,herreca01,1000000,1993,1994,Houston Rockets,Rockets
NBA,herreca01,1350000,1994,1995,Houston Rockets,Rockets
NBA,herreca01,1300000,1995,1996,San Antonio Spurs,Spurs
NBA,herreca01,1550000,1996,1997,San Antonio Spurs,Spurs
NBA,herreca01,1820000,1997,1998,San Antonio Spurs,Spurs
NBA,herreca01,2080000,1998,1999,Vancouver Grizzlies,Grizzlies
NBA,herreca01,662500,1998,1999,Denver Nuggets,Nuggets
NBA,herrmwa01,1800000,2006,2007,Charlotte Bobcats,Hornets
NBA,herrmwa01,1944000,2007,2008,Detroit Pistons,Pistons
NBA,herrmwa01,2000000,2008,2009,Detroit Pistons,Pistons
NBA,hezonma01,3741480,2015,2016,Orlando Magic,Magic
NBA,hezonma01,3909840,2016,2017,Orlando Magic,Magic
NBA,hezonma01,4078320,2017,2018,Orlando Magic,Magic
NBA,hibbero01,1465400,2008,2009,Indiana Pacers,Pacers
NBA,hibbero01,1575360,2009,2010,Indiana Pacers,Pacers
NBA,hibbero01,1685280,2010,2011,Indiana Pacers,Pacers
NBA,hibbero01,2588590,2011,2012,Indiana Pacers,Pacers
NBA,hibbero01,13686750,2012,2013,Indiana Pacers,Pacers
NBA,hibbero01,14283844,2013,2014,Indiana Pacers,Pacers
NBA,hibbero01,14898938,2014,2015,Indiana Pacers,Pacers
NBA,hibbero01,15500000,2015,2016,Los Angeles Lakers,Lakers
NBA,hibbero01,5000000,2016,2017,Denver Nuggets,Nuggets
NBA,hicksjj01,1329480,2008,2009,Cleveland Cavaliers,Cavaliers
NBA,hicksjj01,1429200,2009,2010,Cleveland Cavaliers,Cavaliers
NBA,hicksjj01,1528920,2010,2011,Cleveland Cavaliers,Cavaliers
NBA,hicksjj01,2354537,2011,2012,Sacramento Kings,Kings
NBA,hicksjj01,4000000,2012,2013,Portland Trail Blazers,Blazers
NBA,hicksjj01,5150000,2013,2014,Denver Nuggets,Nuggets
NBA,hicksjj01,5381750,2014,2015,Denver Nuggets,Nuggets
NBA,hicksjj01,5613500,2015,2016,Denver Nuggets,Nuggets
NBA,hicksjj01,366337,2015,2016,Washington Wizards,Wizards
NBA,hieldbu01,3517200,2016,2017,Sacramento Kings,Kings
NBA,hieldbu01,3675480,2017,2018,Sacramento Kings,Kings
NBA,higgico01,473604,2011,2012,Charlotte Bobcats,Hornets
NBA,higgico01,44835,2012,2013,Charlotte Bobcats,Hornets
NBA,higgiro01,160000,1984,1985,Chicago Bulls,Bulls
NBA,higgiro01,190000,1985,1986,Seattle SuperSonics,Thunder
NBA,higgiro01,150000,1987,1988,Golden State Warriors,Warriors
NBA,higgiro01,350000,1988,1989,Golden State Warriors,Warriors
NBA,higgiro01,500000,1990,1991,Golden State Warriors,Warriors
NBA,higgiro01,550000,1991,1992,Golden State Warriors,Warriors
NBA,higgiro01,150000,1993,1994,Sacramento Kings,Kings
NBA,higgiro01,15800,1994,1995,Golden State Warriors,Warriors
NBA,higgise01,150000,1990,1991,San Antonio Spurs,Spurs
NBA,higgise01,250000,1992,1993,Los Angeles Lakers,Lakers
NBA,higgise01,500000,1994,1995,New Jersey Nets,Nets
NBA,higgise01,500000,1995,1996,Philadelphia 76ers,76ers
NBA,higgise01,272250,1997,1998,Portland Trail Blazers,Blazers
NBA,hilarne01,1945520,2002,2003,Denver Nuggets,Nuggets
NBA,hilarne01,2102840,2003,2004,Denver Nuggets,Nuggets
NBA,hilarne01,2260280,2004,2005,Denver Nuggets,Nuggets
NBA,hilarne01,3039889,2005,2006,Denver Nuggets,Nuggets
NBA,hilarne01,8000000,2006,2007,Denver Nuggets,Nuggets
NBA,hilarne01,8840000,2007,2008,Denver Nuggets,Nuggets
NBA,hilarne01,9680000,2008,2009,Denver Nuggets,Nuggets
NBA,hilarne01,10520000,2009,2010,Denver Nuggets,Nuggets
NBA,hilarne01,11360000,2010,2011,Denver Nuggets,Nuggets
NBA,hilarne01,13000000,2011,2012,Denver Nuggets,Nuggets
NBA,hilarne01,13000000,2012,2013,Washington Wizards,Wizards
NBA,hilarne01,13000000,2013,2014,Washington Wizards,Wizards
NBA,hilarne01,13000000,2014,2015,Washington Wizards,Wizards
NBA,hilarne01,13000000,2015,2016,Washington Wizards,Wizards
NBA,hilarne01,2898000,2016,2017,Houston Rockets,Rockets
NBA,hilarne01,3477600,2017,2018,Houston Rockets,Rockets
NBA,hillge01,1006200,2008,2009,San Antonio Spurs,Spurs
NBA,hillge01,1081680,2009,2010,San Antonio Spurs,Spurs
NBA,hillge01,1157160,2010,2011,San Antonio Spurs,Spurs
NBA,hillge01,2086360,2011,2012,Indiana Pacers,Pacers
NBA,hillge01,8000000,2012,2013,Indiana Pacers,Pacers
NBA,hillge01,8000000,2013,2014,Indiana Pacers,Pacers
NBA,hillge01,8000000,2014,2015,Indiana Pacers,Pacers
NBA,hillge01,8000000,2015,2016,Indiana Pacers,Pacers
NBA,hillge01,8000000,2016,2017,Utah Jazz,Jazz
NBA,hillge01,20000000,2017,2018,Cleveland Cavaliers,Cavaliers
NBA,hillgr01,2750000,1994,1995,Detroit Pistons,Pistons
NBA,hillgr01,4050000,1995,1996,Detroit Pistons,Pistons
NBA,hillgr01,5025000,1996,1997,Detroit Pistons,Pistons
NBA,hillgr01,5850000,1997,1998,Detroit Pistons,Pistons
NBA,hillgr01,6675000,1998,1999,Detroit Pistons,Pistons
NBA,hillgr01,6939000,1999,2000,Detroit Pistons,Pistons
NBA,hillgr01,9660000,2000,2001,Orlando Magic,Magic
NBA,hillgr01,10865250,2001,2002,Orlando Magic,Magic
NBA,hillgr01,12072500,2002,2003,Orlando Magic,Magic
NBA,hillgr01,13279750,2003,2004,Orlando Magic,Magic
NBA,hillgr01,14487000,2004,2005,Orlando Magic,Magic
NBA,hillgr01,15694250,2005,2006,Orlando Magic,Magic
NBA,hillgr01,16901500,2006,2007,Orlando Magic,Magic
NBA,hillgr01,1830000,2007,2008,Phoenix Suns,Suns
NBA,hillgr01,1976400,2008,2009,Phoenix Suns,Suns
NBA,hillgr01,3000000,2009,2010,Phoenix Suns,Suns
NBA,hillgr01,3324000,2010,2011,Phoenix Suns,Suns
NBA,hillgr01,6500000,2011,2012,Phoenix Suns,Suns
NBA,hillgr01,1975000,2012,2013,Los Angeles Clippers,Clippers
NBA,hilljo01,2483280,2009,2010,Houston Rockets,Rockets
NBA,hilljo01,2669520,2010,2011,Houston Rockets,Rockets
NBA,hilljo01,2855760,2011,2012,Houston Rockets,Rockets
NBA,hilljo01,3632527,2012,2013,Los Angeles Lakers,Lakers
NBA,hilljo01,3563600,2013,2014,Los Angeles Lakers,Lakers
NBA,hilljo01,9000000,2014,2015,Los Angeles Lakers,Lakers
NBA,hilljo01,4000000,2015,2016,Indiana Pacers,Pacers
NBA,hilljo01,3911380,2016,2017,Minnesota Timberwolves,Timberwolves
NBA,hillso01,1246680,2013,2014,Indiana Pacers,Pacers
NBA,hillso01,1302840,2014,2015,Indiana Pacers,Pacers
NBA,hillso01,1358880,2015,2016,Indiana Pacers,Pacers
NBA,hillso01,11241218,2016,2017,New Orleans Pelicans,Pelicans
NBA,hillso01,12236535,2017,2018,New Orleans Pelicans,Pelicans
NBA,hillst01,148238,2008,2009,Oklahoma City Thunder,Thunder
NBA,hillty01,1000000,1990,1991,Golden State Warriors,Warriors
NBA,hillty01,1200000,1991,1992,Golden State Warriors,Warriors
NBA,hillty01,1400000,1992,1993,Golden State Warriors,Warriors
NBA,hillty01,1075000,1993,1994,Cleveland Cavaliers,Cavaliers
NBA,hillty01,2820000,1994,1995,Cleveland Cavaliers,Cavaliers
NBA,hillty01,3425000,1995,1996,Cleveland Cavaliers,Cavaliers
NBA,hillty01,3480000,1996,1997,Cleveland Cavaliers,Cavaliers
NBA,hillty01,4110000,1997,1998,Milwaukee Bucks,Bucks
NBA,hillty01,5352000,1998,1999,Philadelphia 76ers,76ers
NBA,hillty01,6422400,1999,2000,Philadelphia 76ers,76ers
NBA,hillty01,7300000,2000,2001,Philadelphia 76ers,76ers
NBA,hillty01,6600000,2001,2002,Cleveland Cavaliers,Cavaliers
NBA,hillty01,6600000,2002,2003,Cleveland Cavaliers,Cavaliers
NBA,hillty01,221829,2003,2004,Miami Heat,Heat
NBA,hinriki01,2185920,2003,2004,Chicago Bulls,Bulls
NBA,hinriki01,2349840,2004,2005,Chicago Bulls,Bulls
NBA,hinriki01,2513880,2005,2006,Chicago Bulls,Bulls
NBA,hinriki01,3192628,2006,2007,Chicago Bulls,Bulls
NBA,hinriki01,11250000,2007,2008,Chicago Bulls,Bulls
NBA,hinriki01,10000000,2008,2009,Chicago Bulls,Bulls
NBA,hinriki01,9500000,2009,2010,Chicago Bulls,Bulls
NBA,hinriki01,9000000,2010,2011,Atlanta Hawks,Hawks
NBA,hinriki01,8100000,2011,2012,Atlanta Hawks,Hawks
NBA,hinriki01,3941000,2012,2013,Chicago Bulls,Bulls
NBA,hinriki01,4059000,2013,2014,Chicago Bulls,Bulls
NBA,hinriki01,2730000,2014,2015,Chicago Bulls,Bulls
NBA,hinriki01,2870000,2015,2016,Atlanta Hawks,Hawks
NBA,hinsoro01,150000,1984,1985,Cleveland Cavaliers,Cavaliers
NBA,hinsoro01,220000,1985,1986,Cleveland Cavaliers,Cavaliers
NBA,hinsoro01,420000,1987,1988,New Jersey Nets,Nets
NBA,hinsoro01,695000,1988,1989,New Jersey Nets,Nets
NBA,hinsoro01,1000000,1989,1990,New Jersey Nets,Nets
NBA,hinsoro01,1250000,1990,1991,New Jersey Nets,Nets
NBA,hinsoro01,943000,1991,1992,New Jersey Nets,Nets
NBA,hinsoro01,1250000,1992,1993,Atlanta Hawks,Hawks
NBA,hinsoro01,1445000,1993,1994,Atlanta Hawks,Hawks
NBA,hinsoro01,1137500,1994,1995,Milwaukee Bucks,Bucks
NBA,hitero01,412718,2006,2007,Miami Heat,Heat
NBA,hobsoda01,103078,2010,2011,Milwaukee Bucks,Bucks
NBA,hobsoda01,245884,2011,2012,Milwaukee Bucks,Bucks
NBA,hodgedo01,130000,1991,1992,Dallas Mavericks,Mavericks
NBA,hodgedo01,650000,1992,1993,Dallas Mavericks,Mavericks
NBA,hodgedo01,845000,1993,1994,Dallas Mavericks,Mavericks
NBA,hodgedo01,1005000,1994,1995,Dallas Mavericks,Mavericks
NBA,hodgedo01,1200000,1995,1996,Dallas Mavericks,Mavericks
NBA,hodgeju01,1148760,2005,2006,Denver Nuggets,Nuggets
NBA,hodgeju01,1234800,2006,2007,Milwaukee Bucks,Bucks
NBA,hodgecr01,100000,1984,1985,Milwaukee Bucks,Bucks
NBA,hodgecr01,115000,1985,1986,Milwaukee Bucks,Bucks
NBA,hodgecr01,325000,1987,1988,Phoenix Suns,Suns
NBA,hodgecr01,350000,1988,1989,Chicago Bulls,Bulls
NBA,hodgecr01,600000,1990,1991,Chicago Bulls,Bulls
NBA,hodgecr01,700000,1991,1992,Chicago Bulls,Bulls
NBA,hodgecr01,400000,1992,1993,Chicago Bulls,Bulls
NBA,hoibefr01,200000,1995,1996,Indiana Pacers,Pacers
NBA,hoibefr01,297000,1996,1997,Indiana Pacers,Pacers
NBA,hoibefr01,356400,1997,1998,Indiana Pacers,Pacers
NBA,hoibefr01,600000,1998,1999,Indiana Pacers,Pacers
NBA,hoibefr01,800000,1999,2000,Chicago Bulls,Bulls
NBA,hoibefr01,880000,2000,2001,Chicago Bulls,Bulls
NBA,hoibefr01,1600000,2001,2002,Chicago Bulls,Bulls
NBA,hoibefr01,1400000,2002,2003,Chicago Bulls,Bulls
NBA,hoibefr01,938679,2003,2004,Minnesota Timberwolves,Timberwolves
NBA,hoibefr01,1600000,2004,2005,Minnesota Timberwolves,Timberwolves
NBA,hoibefr01,1760000,2005,2006,Minnesota Timberwolves,Timberwolves
NBA,holcora01,52033,2005,2006,Chicago Bulls,Bulls
NBA,holidjr01,1514280,2009,2010,Philadelphia 76ers,76ers
NBA,holidjr01,1627920,2010,2011,Philadelphia 76ers,76ers
NBA,holidjr01,1741440,2011,2012,Philadelphia 76ers,76ers
NBA,holidjr01,2674852,2012,2013,Philadelphia 76ers,76ers
NBA,holidjr01,9213484,2013,2014,New Orleans Pelicans,Pelicans
NBA,holidjr01,9904495,2014,2015,New Orleans Pelicans,Pelicans
NBA,holidjr01,10595507,2015,2016,New Orleans Pelicans,Pelicans
NBA,holidjr01,11286518,2016,2017,New Orleans Pelicans,Pelicans
NBA,holidjr01,25686667,2017,2018,New Orleans Pelicans,Pelicans
NBA,holidju01,816482,2014,2015,Golden State Warriors,Warriors
NBA,holidju01,947300,2015,2016,Chicago Bulls,Bulls
NBA,holidju01,1015696,2016,2017,New York Knicks,Knicks
NBA,holidju01,4615385,2017,2018,Chicago Bulls,Bulls
NBA,holliry01,412718,2006,2007,Charlotte Bobcats,Hornets
NBA,holliry01,687456,2007,2008,Charlotte Bobcats,Hornets
NBA,holliry01,972581,2008,2009,Dallas Mavericks,Mavericks
NBA,holliry01,2183333,2009,2010,Minnesota Timberwolves,Timberwolves
NBA,holliry01,2333333,2010,2011,Cleveland Cavaliers,Cavaliers
NBA,holliry01,2483333,2011,2012,Cleveland Cavaliers,Cavaliers
NBA,holliry01,1069509,2012,2013,Los Angeles Clippers,Clippers
NBA,holliry01,1186459,2013,2014,Los Angeles Clippers,Clippers
NBA,holliry01,1316809,2014,2015,Sacramento Kings,Kings
NBA,holliry01,593056,2015,2016,Memphis Grizzlies,Grizzlies
NBA,holliry01,176375,2015,2016,Washington Wizards,Wizards
NBA,holliro01,1335480,2015,2016,Brooklyn Nets,Nets
NBA,holliro01,1395600,2016,2017,Brooklyn Nets,Nets
NBA,holliro01,1471382,2017,2018,Brooklyn Nets,Nets
NBA,holmeri01,1050000,2015,2016,Philadelphia 76ers,76ers
NBA,holmeri01,1025831,2016,2017,Philadelphia 76ers,76ers
NBA,holmeri01,1471382,2017,2018,Philadelphia 76ers,76ers
NBA,holtomi01,120000,1987,1988,Portland Trail Blazers,Blazers
NBA,holtomi01,150000,1988,1989,Charlotte Hornets,Hornets
NBA,holtomi01,400000,1991,1992,Charlotte Hornets,Hornets
NBA,honeyje01,300000,1997,1998,Milwaukee Bucks,Bucks
NBA,honeyje01,300000,1998,1999,Philadelphia 76ers,76ers
NBA,honeyje01,460000,1999,2000,Philadelphia 76ers,76ers
NBA,honeyty01,775000,2011,2012,Sacramento Kings,Kings
NBA,honeyty01,809875,2012,2013,Houston Rockets,Rockets
NBA,honeyty01,100000,2013,2014,Houston Rockets,Rockets
NBA,hoodde01,49721,1999,2000,Charlotte Hornets,Hornets
NBA,hoodro01,1290360,2014,2015,Utah Jazz,Jazz
NBA,hoodro01,1348440,2015,2016,Utah Jazz,Jazz
NBA,hoodro01,1406520,2016,2017,Utah Jazz,Jazz
NBA,hoodro01,2386864,2017,2018,Cleveland Cavaliers,Cavaliers
NBA,hoppeda01,75000,1987,1988,Golden State Warriors,Warriors
NBA,hoppeda01,200000,1988,1989,Charlotte Hornets,Hornets
NBA,hoppeda01,400000,1990,1991,Philadelphia 76ers,76ers
NBA,hoppeda01,500000,1991,1992,Philadelphia 76ers,76ers
NBA,hopsode01,400850,1987,1988,New Jersey Nets,Nets
NBA,hopsode01,717500,1988,1989,New Jersey Nets,Nets
NBA,hopsode01,915000,1990,1991,Chicago Bulls,Bulls
NBA,hopsode01,950000,1991,1992,Sacramento Kings,Kings
NBA,hopsosc01,74159,2017,2018,Dallas Mavericks,Mavericks
NBA,horfoal01,3745800,2007,2008,Atlanta Hawks,Hawks
NBA,horfoal01,4026720,2008,2009,Atlanta Hawks,Hawks
NBA,horfoal01,4307640,2009,2010,Atlanta Hawks,Hawks
NBA,horfoal01,5444857,2010,2011,Atlanta Hawks,Hawks
NBA,horfoal01,12000000,2011,2012,Atlanta Hawks,Hawks
NBA,horfoal01,12000000,2012,2013,Atlanta Hawks,Hawks
NBA,horfoal01,12000000,2013,2014,Atlanta Hawks,Hawks
NBA,horfoal01,12000000,2014,2015,Atlanta Hawks,Hawks
NBA,horfoal01,12000000,2015,2016,Atlanta Hawks,Hawks
NBA,horfoal01,26540100,2016,2017,Boston Celtics,Celtics
NBA,horfoal01,27734405,2017,2018,Boston Celtics,Celtics
NBA,horfoti01,100000,1988,1989,Milwaukee Bucks,Bucks
NBA,horfoti01,7000,1992,1993,Los Angeles Clippers,Clippers
NBA,hornaje01,94000,1987,1988,Phoenix Suns,Suns
NBA,hornaje01,260000,1988,1989,Phoenix Suns,Suns
NBA,hornaje01,1100000,1990,1991,Phoenix Suns,Suns
NBA,hornaje01,1428000,1991,1992,Phoenix Suns,Suns
NBA,hornaje01,1646000,1992,1993,Philadelphia 76ers,76ers
NBA,hornaje01,1946000,1993,1994,Philadelphia 76ers,76ers
NBA,hornaje01,2121400,1994,1995,Utah Jazz,Jazz
NBA,hornaje01,2121000,1995,1996,Utah Jazz,Jazz
NBA,hornaje01,2396000,1996,1997,Utah Jazz,Jazz
NBA,hornaje01,4195000,1997,1998,Utah Jazz,Jazz
NBA,hornaje01,3455000,1998,1999,Utah Jazz,Jazz
NBA,hornaje01,5200000,1999,2000,Utah Jazz,Jazz
NBA,hornede01,91642,2011,2012,New Jersey Nets,Nets
NBA,horryro01,997000,1992,1993,Houston Rockets,Rockets
NBA,horryro01,1200000,1993,1994,Houston Rockets,Rockets
NBA,horryro01,1499000,1994,1995,Houston Rockets,Rockets
NBA,horryro01,1601000,1995,1996,Houston Rockets,Rockets
NBA,horryro01,1703000,1996,1997,Phoenix Suns,Suns
NBA,horryro01,6000000,1997,1998,Los Angeles Lakers,Lakers
NBA,horryro01,5000000,1998,1999,Los Angeles Lakers,Lakers
NBA,horryro01,4800000,1999,2000,Los Angeles Lakers,Lakers
NBA,horryro01,4800000,2000,2001,Los Angeles Lakers,Lakers
NBA,horryro01,5300000,2001,2002,Los Angeles Lakers,Lakers
NBA,horryro01,5300000,2002,2003,Los Angeles Lakers,Lakers
NBA,horryro01,4500000,2003,2004,San Antonio Spurs,Spurs
NBA,horryro01,1100000,2004,2005,San Antonio Spurs,Spurs
NBA,horryro01,3000000,2005,2006,San Antonio Spurs,Spurs
NBA,horryro01,3315000,2006,2007,San Antonio Spurs,Spurs
NBA,horryro01,3630000,2007,2008,San Antonio Spurs,Spurs
NBA,houseed01,316969,2000,2001,Miami Heat,Heat
NBA,houseed01,465850,2001,2002,Miami Heat,Heat
NBA,houseed01,637435,2002,2003,Miami Heat,Heat
NBA,houseed01,750000,2003,2004,Los Angeles Clippers,Clippers
NBA,houseed01,825000,2004,2005,Charlotte Bobcats,Hornets
NBA,houseed01,563327,2004,2005,Milwaukee Bucks,Bucks
NBA,houseed01,835810,2005,2006,Phoenix Suns,Suns
NBA,houseed01,1400000,2006,2007,New Jersey Nets,Nets
NBA,houseed01,1500000,2007,2008,Boston Celtics,Celtics
NBA,houseed01,2650000,2008,2009,Boston Celtics,Celtics
NBA,houseed01,2862000,2009,2010,New York Knicks,Knicks
NBA,houseed01,1352181,2010,2011,Miami Heat,Heat
NBA,houstal01,736000,1993,1994,Detroit Pistons,Pistons
NBA,houstal01,956000,1994,1995,Detroit Pistons,Pistons
NBA,houstal01,1177000,1995,1996,Detroit Pistons,Pistons
NBA,houstal01,5000000,1996,1997,New York Knicks,Knicks
NBA,houstal01,6000000,1997,1998,New York Knicks,Knicks
NBA,houstal01,7000000,1998,1999,New York Knicks,Knicks
NBA,houstal01,8000000,1999,2000,New York Knicks,Knicks
NBA,houstal01,9000000,2000,2001,New York Knicks,Knicks
NBA,houstal01,12750000,2001,2002,New York Knicks,Knicks
NBA,houstal01,14343750,2002,2003,New York Knicks,Knicks
NBA,houstal01,15937500,2003,2004,New York Knicks,Knicks
NBA,houstal01,17531250,2004,2005,New York Knicks,Knicks
NBA,houstal01,19125000,2005,2006,New York Knicks,Knicks
NBA,houstby01,500000,1992,1993,Golden State Warriors,Warriors
NBA,houstby01,600000,1993,1994,Golden State Warriors,Warriors
NBA,houstby01,700000,1994,1995,Seattle SuperSonics,Thunder
NBA,houstby01,800000,1995,1996,Sacramento Kings,Kings
NBA,hovasto01,6140,1994,1995,Atlanta Hawks,Hawks
NBA,howarbr01,200000,1992,1993,Dallas Mavericks,Mavericks
NBA,howardw01,4179720,2004,2005,Orlando Magic,Magic
NBA,howardw01,4493160,2005,2006,Orlando Magic,Magic
NBA,howardw01,4806720,2006,2007,Orlando Magic,Magic
NBA,howardw01,6061274,2007,2008,Orlando Magic,Magic
NBA,howardw01,13758000,2008,2009,Orlando Magic,Magic
NBA,howardw01,15202590,2009,2010,Orlando Magic,Magic
NBA,howardw01,16647180,2010,2011,Orlando Magic,Magic
NBA,howardw01,18091770,2011,2012,Orlando Magic,Magic
NBA,howardw01,19536360,2012,2013,Los Angeles Lakers,Lakers
NBA,howardw01,20513178,2013,2014,Houston Rockets,Rockets
NBA,howardw01,21436271,2014,2015,Houston Rockets,Rockets
NBA,howardw01,22359364,2015,2016,Houston Rockets,Rockets
NBA,howardw01,23180275,2016,2017,Atlanta Hawks,Hawks
NBA,howardw01,23500000,2017,2018,Charlotte Hornets,Hornets
NBA,howarjo01,773400,2003,2004,Dallas Mavericks,Mavericks
NBA,howarjo01,863640,2004,2005,Dallas Mavericks,Mavericks
NBA,howarjo01,923880,2005,2006,Dallas Mavericks,Mavericks
NBA,howarjo01,1667603,2006,2007,Dallas Mavericks,Mavericks
